Plant Name,Scientific Name,Identification,Image File Name,Status,Category,Edibility,Usage,WNNC Location,Notes,Google Search Link,Calscape Link
Pacific Madrone,Arbutus menziesii,Smooth orange-red peeling bark; large glossy evergreen leaves; white urn flowers; red berries,Pacific_Madrone.jpg,Native,Tree,Caution,Berries edible; wood for tools; ornamental bark; wildlife food,,,https://www.google.com/search?q=Pacific%20Madrone%20California%20native%20plant,https://calscape.org/plant/Arbutus-menziesii
California Bay Laurel,Umbellularia californica,Lance-shaped leaves with intense camphor-bay smell; small yellow flowers; olive-like fruits,California_Bay_Laurel.jpg,Native,Tree,Caution,Leaves as cooking bay; medicinal; wood for crafts; wildlife cover,,,https://www.google.com/search?q=California%20Bay%20Laurel%20California%20native%20plant,https://calscape.org/plant/Umbellularia-californica
Gray Pine,Pinus sabiniana,Very long needles in 3s; huge heavy cones; sparse gray-green crown; foothills and dry slopes,Gray_Pine.jpg,Native,Tree,Edible,Large seeds eaten; resin uses; wildlife mast tree; foothill accent,,,https://www.google.com/search?q=Gray%20Pine%20California%20native%20plant,https://calscape.org/plant/Pinus-sabiniana
Coulter Pine,Pinus coulteri,Long needles in 3s; largest pine cones (5-10 lbs); mountains of southern CA,Coulter_Pine.jpg,Native,Tree,Edible,Large seeds edible; ornamental cones; wildlife habitat; mountain slopes,,,https://www.google.com/search?q=Coulter%20Pine%20California%20native%20plant,https://calscape.org/plant/Pinus-coulteri
Knobcone Pine,Pinus attenuata,Needles in 3s; asymmetric cones that remain closed on tree; dry slopes; serotinous cones,Knobcone_Pine.jpg,Native,Tree,Edible,Seeds edible; fire ecology interest; serotinous cones; wildlife,,,https://www.google.com/search?q=Knobcone%20Pine%20California%20native%20plant,https://calscape.org/plant/Pinus-attenuata
White Alder,Alnus rhombifolia,Toothed oval leaves; catkins in early spring; smooth gray bark; riparian corridors,White_Alder.jpg,Native,Tree,Not edible,Nitrogen-fixing riparian tree; dye from bark; stream bank stabilizer,,,https://www.google.com/search?q=White%20Alder%20California%20native%20plant,https://calscape.org/plant/Alnus-rhombifolia
Big-leaf Maple,Acer macrophyllum,Very large 5-lobed leaves (largest of native maples); winged samaras; riparian; yellow fall color,Big_leaf_Maple.jpg,Native,Tree,Edible,Sap for syrup; seeds edible; fall color; wildlife; wood for crafts,,,https://www.google.com/search?q=Big-leaf%20Maple%20California%20native%20plant,https://calscape.org/plant/Acer-macrophyllum
Pacific Dogwood,Cornus nuttallii,Oval veiny leaves; large white bracts (not petals); red berry clusters; mountain forests,Pacific_Dogwood.jpg,Native,Tree,Not edible,Ornamental; fall color; wildlife food; understory accent tree,,,https://www.google.com/search?q=Pacific%20Dogwood%20California%20native%20plant,https://calscape.org/plant/Cornus-nuttallii
California Ash,Fraxinus dipetala,Pinnate leaves 3-7 leaflets; small white 2-petaled flowers; winged samara fruits; riparian,California_Ash.jpg,Native,Tree,Not edible,Riparian habitat; ornamental; wildlife food; canyon accent,,,https://www.google.com/search?q=California%20Ash%20California%20native%20plant,https://calscape.org/plant/Fraxinus-dipetala
Tanoak,Notholithocarpus densiflorus,Toothed evergreen leaves; catkins like oak; acorns in spiny cups; mixed evergreen forest,Tanoak.jpg,Native,Tree,Caution,Acorns leached for food; tannin for leather; wildlife mast; timber,,,https://www.google.com/search?q=Tanoak%20California%20native%20plant,https://calscape.org/plant/Notholithocarpus-densiflorus
Western Juniper,Juniperus occidentalis,Scale-like or awl-like aromatic leaves; fleshy blue-gray berry-like cones; reddish shredding bark,Western_Juniper.jpg,Native,Tree,Caution,Berries (small amounts) flavoring; wood for posts; wildlife food,,,https://www.google.com/search?q=Western%20Juniper%20California%20native%20plant,https://calscape.org/plant/Juniperus-occidentalis
Blue Palo Verde,Parkinsonia florida,Blue-green photosynthetic stems; tiny compound leaves; bright yellow pea flowers; desert washes,Blue_Palo_Verde.jpg,Native,Tree,Edible,Seeds & flowers edible; nitrogen fixer; desert shade; hummingbird,,,https://www.google.com/search?q=Blue%20Palo%20Verde%20California%20native%20plant,https://calscape.org/plant/Parkinsonia-florida
Desert Ironwood,Olneya tesota,Small gray-green compound leaves; purple pea flowers; extremely hard dense wood; Sonoran desert,Desert_Ironwood.jpg,Native,Tree,Edible,Seeds roasted & eaten; hardest North American wood; nurse plant,,,https://www.google.com/search?q=Desert%20Ironwood%20California%20native%20plant,https://calscape.org/plant/Olneya-tesota
California Wild Ginger,Asarum caudatum,Large heart-shaped leaves; hidden brownish maroon 3-tailed flowers at ground level; aromatic rhizome,California_Wild_Ginger.jpg,Native,Herb,Caution,Aromatic rhizome as ginger substitute; shade garden ground cover,,,https://www.google.com/search?q=California%20Wild%20Ginger%20California%20native%20plant,https://calscape.org/plant/Asarum-caudatum
Coral Bells,Heuchera sp.,Lobed maple-like leaves; wiry stems with tiny bell-shaped flowers in clusters; dry rocky slopes,Coral_Bells.jpg,Native,Herb,Not edible,Ornamental; hummingbird plant; shaded rock garden; cut flower,,,https://www.google.com/search?q=Coral%20Bells%20California%20native%20plant,https://calscape.org/plant/Heuchera
Mountain Pennyroyal,Monardella odoratissima,Small aromatic leaves; purple flower heads; alpine and subalpine rocky slopes; mint family,Mountain_Pennyroyal.jpg,Native,Herb,Edible,Aromatic tea; medicinal; rock garden; bee forage; minty fragrance,,,https://www.google.com/search?q=Mountain%20Pennyroyal%20California%20native%20plant,https://calscape.org/plant/Monardella-odoratissima
Coyote Mint,Monardella villosa,Small woolly aromatic leaves; purple flower heads; dry chaparral and rocky slopes; mint family,Coyote_Mint.jpg,Native,Herb,Edible,Edible minty tea; medicinal; pollinator; dry garden ornamental,,,https://www.google.com/search?q=Coyote%20Mint%20California%20native%20plant,https://calscape.org/plant/Monardella-villosa
Purple Needlegrass,Stipa pulchra,Narrow arching leaves; long-awned purple-tinged flower spikelets; CA state grass; bunchgrass,Purple_Needlegrass.jpg,Native,Grass,Edible,State grass; seeds edible; erosion control; native lawn substitute,,,https://www.google.com/search?q=Purple%20Needlegrass%20California%20native%20plant,https://calscape.org/plant/Stipa-pulchra
Deer Grass,Muhlenbergia rigens,Dense clump of narrow arching leaves; slender flower spikes; year-round interest; moist areas,Deer_Grass.jpg,Native,Grass,Not edible,Basket weaving; erosion control; ornamental clump; wildlife cover,,,https://www.google.com/search?q=Deer%20Grass%20California%20native%20plant,https://calscape.org/plant/Muhlenbergia-rigens
Blue Wild Rye,Elymus glaucus,Flat blue-green leaves; bearded flower spikes; woodland edges and shaded slopes,Blue_Wild_Rye.jpg,Native,Grass,Edible,Seeds edible; erosion control; shade-tolerant native grass; wildlife,,,https://www.google.com/search?q=Blue%20Wild%20Rye%20California%20native%20plant,https://calscape.org/plant/Elymus-glaucus
Salt Grass,Distichlis spicata,Low stiff gray-green leaves; salt-encrusted; spreads by rhizomes; coastal salt marshes,Salt_Grass.jpg,Native,Grass,Edible,Edible salty seeds; salt marsh stabilizer; alkaline soil specialist,,,https://www.google.com/search?q=Salt%20Grass%20California%20native%20plant,https://calscape.org/plant/Distichlis-spicata
California Cord Grass,Spartina foliosa,Tall stiff upright leaves; flat flower spikes; salt marsh dominant; intertidal zones,California_Cord_Grass.jpg,Native,Grass,Not edible,Salt marsh stabilizer; tidal wetland; bird nesting; erosion control,,,https://www.google.com/search?q=California%20Cord%20Grass%20California%20native%20plant,https://calscape.org/plant/Spartina-foliosa
Tule,Schoenoplectus acutus,Round leafless stems; brown sausage-shaped flower heads; tall; freshwater marshes and ponds,Tule.jpg,Native,Grass,Edible,Pollen & shoots edible; tule elk habitat; mat weaving; Indigenous boats,,,https://www.google.com/search?q=Tule%20California%20native%20plant,https://calscape.org/plant/Schoenoplectus-acutus
Common Cattail,Typha latifolia,Flat ribbon leaves; distinctive brown sausage seed heads; wetlands and pond margins,Common_Cattail.jpg,Native,Grass,Edible,Multiple edible parts; weaving; wildlife; water filtration; wetland,,,https://www.google.com/search?q=Common%20Cattail%20California%20native%20plant,https://calscape.org/plant/Typha-latifolia
Pacific Rush,Juncus effusus,Round green stems; small brown flower clusters from side of stem; wet soils and stream banks,Pacific_Rush.jpg,Native,Grass,Not edible,Wetland restoration; basket weaving; wildlife cover; water filtration,,,https://www.google.com/search?q=Pacific%20Rush%20California%20native%20plant,https://calscape.org/plant/Juncus-effusus
Meadow Barley,Hordeum brachyantherum,Flat leaves; bearded barley-like seed heads; wet meadows and stream banks,Meadow_Barley.jpg,Native,Grass,Edible,Seeds edible; native lawn; coastal meadow restoration; wildlife,,,https://www.google.com/search?q=Meadow%20Barley%20California%20native%20plant,https://calscape.org/plant/Hordeum-brachyantherum
Indian Ricegrass,Achnatherum hymenoides,Fine wiry leaves; open airy seed heads with large shiny seeds; desert and sandy soils,Indian_Ricegrass.jpg,Native,Grass,Edible,Important Indigenous grain; high protein; desert erosion control,,,https://www.google.com/search?q=Indian%20Ricegrass%20California%20native%20plant,https://calscape.org/plant/Achnatherum-hymenoides
One-sided Bluegrass,Poa secunda,Narrow leaves; one-sided flower clusters; widespread bunchgrass; dry open slopes,One_sided_Bluegrass.jpg,Native,Grass,Edible,Seeds edible; widespread erosion control; dry slope restoration,,,https://www.google.com/search?q=One-sided%20Bluegrass%20California%20native%20plant,https://calscape.org/plant/Poa-secunda
Pacific Fescue,Festuca californica,Fine arching blue-green leaves; open drooping seed heads; chaparral and woodland,Pacific_Fescue.jpg,Native,Grass,Edible,Seeds edible; ornamental bunchgrass; woodland shade grass; wildlife,,,https://www.google.com/search?q=Pacific%20Fescue%20California%20native%20plant,https://calscape.org/plant/Festuca-californica
Slender Hairgrass,Deschampsia elongata,Very fine narrow leaves; delicate airy seed heads; moist meadows and stream banks,Slender_Hairgrass.jpg,Native,Grass,Edible,Seeds edible; ornamental; moist meadow restoration; streamside,,,https://www.google.com/search?q=Slender%20Hairgrass%20California%20native%20plant,https://calscape.org/plant/Deschampsia-elongata
Mesa Sedge,Carex pansa,V-shaped cross-section leaves (sedges have edges!); rhizomatous; dry to moist habitats,Mesa_Sedge.jpg,Native,Grass,Not edible,Native lawn substitute; coastal meadow; erosion control; low water,,,https://www.google.com/search?q=Mesa%20Sedge%20California%20native%20plant,https://calscape.org/plant/Carex-pansa
Spikerush,Eleocharis sp.,Round leafless stems; terminal spike flower head; wetlands and vernal pools,Spikerush.jpg,Native,Grass,Edible,Rootstocks edible; vernal pool restoration; water garden; wildlife,,,https://www.google.com/search?q=Spikerush%20California%20native%20plant,https://calscape.org/plant/Eleocharis
Western Sword Fern,Polystichum munitum,Long pinnate fronds with serrated leaflets; sori in rows; evergreen; shaded canyon slopes,Western_Sword_Fern.jpg,Native,Fern,Not edible,Ornamental; forest understory; fronds used in floristry; wildlife,,,https://www.google.com/search?q=Western%20Sword%20Fern%20California%20native%20plant,https://calscape.org/plant/Polystichum-munitum
Goldback Fern,Pentagramma triangularis,Triangular fronds; golden-yellow waxy powder on underside; dry rocky slopes,Goldback_Fern.jpg,Native,Fern,Not edible,Ornamental gold-backed fronds; dry shade garden; chaparral fern,,Silverback Fern,https://www.google.com/search?q=Goldback%20Fern%20California%20native%20plant,https://calscape.org/plant/Pentagramma-triangularis
California Polypody,Polypodium californicum,Oblong pinnate fronds; sori in rows without covers; rock outcrops and slopes,California_Polypody.jpg,Native,Fern,Edible,Rhizomes licorice-flavored; rock garden fern; cliff face ornamental,,,https://www.google.com/search?q=California%20Polypody%20California%20native%20plant,https://calscape.org/plant/Polypodium-californicum
Five-finger Fern,Adiantum aleuticum,Fan-shaped divided leaflets on black glossy stems; maidenhair fern; seeps and stream banks,Five_finger_Fern.jpg,Native,Fern,Not edible,Delicate ornamental; stream spray zones; moist rock garden,,,https://www.google.com/search?q=Five-finger%20Fern%20California%20native%20plant,https://calscape.org/plant/Adiantum-aleuticum
Coffee Fern,Pellaea andromedifolia,Leathery 2-3 pinnate fronds; round folded leaflets; dry rocky chaparral slopes,Coffee_Fern.jpg,Native,Fern,Not edible,Drought-tolerant fern; chaparral; ornamental coffee-bean leaflets,,,https://www.google.com/search?q=Coffee%20Fern%20California%20native%20plant,https://calscape.org/plant/Pellaea-andromedifolia
Bird's-foot Fern,Pellaea mucronata,Narrow bluish leaflets in groups of 3; dry rocky slopes; rolled leaflet margins cover sori,Bird_s_foot_Fern.jpg,Native,Fern,Not edible,Drought-adapted fern; rock garden; desert edge ornamental,,,https://www.google.com/search?q=Bird%27s-foot%20Fern%20California%20native%20plant,https://calscape.org/plant/Pellaea-mucronata
Bracken Fern,Pteridium aquilinum,Large triangular 3-part fronds; spreads by rhizomes; disturbed areas and woodland,Bracken_Fern.jpg,Native,Fern,Caution,Young fronds edible in small amounts; carcinogenic if eaten often,,,https://www.google.com/search?q=Bracken%20Fern%20California%20native%20plant,https://calscape.org/plant/Pteridium-aquilinum
Lady Fern,Athyrium filix-femina,Large lacy pinnate fronds; sori curved; moist shaded stream banks and canyons,Lady_Fern.jpg,Native,Fern,Not edible,Ornamental; moist forest garden; delicate texture; stream bank,,,https://www.google.com/search?q=Lady%20Fern%20California%20native%20plant,https://calscape.org/plant/Athyrium-filix-femina
Rock Brake,Cryptogramma acrostichoides,Dimorphic fronds (sterile and fertile differ); rock crevices at higher elevations,Rock_Brake.jpg,Native,Fern,Not edible,Alpine rock garden; talus slope specialist; small ornamental fern,,,https://www.google.com/search?q=Rock%20Brake%20California%20native%20plant,https://calscape.org/plant/Cryptogramma-acrostichoides
California Lace Fern,Aspidotis californica,Finely divided lacy fronds; dry rocky slopes and chaparral,California_Lace_Fern.jpg,Native,Fern,Not edible,Ornamental lacy fronds; rocky cliff garden; drought-tolerant,,,https://www.google.com/search?q=California%20Lace%20Fern%20California%20native%20plant,https://calscape.org/plant/Aspidotis-californica
Cloak Fern,Notholaena sp.,Triangular fronds with white or yellow waxy powder; rock crevices and dry slopes,Cloak_Fern.jpg,Native,Fern,Not edible,Desert rock garden; drought-adapted; scale-covered ornamental fern,,,https://www.google.com/search?q=Cloak%20Fern%20California%20native%20plant,https://calscape.org/plant/Notholaena
Horsetail,Equisetum sp.,Jointed hollow green stems; whorled branches; spore-bearing cone at tip; primitive plant,Horsetail.jpg,Native,Fern,Caution,Scouring tool (silica-rich stems); medicinal; pond edge; toxic in quantity,,,https://www.google.com/search?q=Horsetail%20California%20native%20plant,https://calscape.org/plant/Equisetum
California Spikenard,Aralia californica,Huge compound leaves (largest native herb); white flower clusters; dark berries; stream banks,California_Spikenard.jpg,Native,Herb,Caution,Berries edible; medicinal root; dramatic foliage; moist canyon garden,,,https://www.google.com/search?q=California%20Spikenard%20California%20native%20plant,https://calscape.org/plant/Aralia-californica
Cow Parsnip,Heracleum maximum,Very large divided leaves; flat-topped white flower umbels; hollow stems; stream banks,Cow_Parsnip.jpg,Native,Herb,Caution,Young parts edible; fiber; large-leaved accent; sap causes phototoxicity,,,https://www.google.com/search?q=Cow%20Parsnip%20California%20native%20plant,https://calscape.org/plant/Heracleum-maximum
Snowdrop Bush,Styrax officinalis,Oval leaves; pendulous white bell flowers; round dry fruits; woodland and chaparral,Snowdrop_Bush.jpg,Native,Shrub,Not edible,Fragrant ornamental; rare foothill woodland; wildlife,,,https://www.google.com/search?q=Snowdrop%20Bush%20California%20native%20plant,https://calscape.org/plant/Styrax-officinalis
Spicebush,Calycanthus occidentalis,Large opposite aromatic leaves; dark red-maroon flowers with strap-like petals; stream banks,Spicebush.jpg,Native,Shrub,Caution,Aromatic ornamental; stream garden; bark fragrant; seeds mildly toxic,,,https://www.google.com/search?q=Spicebush%20California%20native%20plant,https://calscape.org/plant/Calycanthus-occidentalis
Bush Anemone,Carpenteria californica,Opposite oval leaves; large white flowers with yellow centers; rare; Sierra Nevada foothills,Bush_Anemone.jpg,Native,Shrub,Not edible,Rare endemic ornamental; white flowers; Fresno Co. specialty,,,https://www.google.com/search?q=Bush%20Anemone%20California%20native%20plant,https://calscape.org/plant/Carpenteria-californica
Mission Manzanita,Xylococcus bicolor,Leathery green leaves with white underside; small white urn flowers; red berries; coastal chaparral,Mission_Manzanita.jpg,Native,Shrub,Edible,Berries edible; ornamental bicolor leaves; chaparral; wildlife,,,https://www.google.com/search?q=Mission%20Manzanita%20California%20native%20plant,https://calscape.org/plant/Xylococcus-bicolor
Bigpod Ceanothus,Ceanothus megacarpus,Small oval leaves; white flowers; large seed capsules; dry chaparral; coastal and inland,Bigpod_Ceanothus.jpg,Native,Shrub,Edible,Flowers for tea; nitrogen fixer; ornamental; chaparral anchor,,,https://www.google.com/search?q=Bigpod%20Ceanothus%20California%20native%20plant,https://calscape.org/plant/Ceanothus-megacarpus
Deer Brush,Ceanothus integerrimus,Thin 3-veined alternate leaves; white to blue-lavender flowers; deciduous; mountain shrub,Deer_Brush.jpg,Native,Shrub,Edible,Flowers for tea; nitrogen fixer; deer browse; mountain chaparral,,,https://www.google.com/search?q=Deer%20Brush%20California%20native%20plant,https://calscape.org/plant/Ceanothus-integerrimus
Chaparral Currant,Ribes malvaceum,Lobed maple-like aromatic leaves; pink tubular flowers in winter; blue-black berries; chaparral,Chaparral_Currant.jpg,Native,Shrub,Caution,Berries edible tart; ornamental winter bloomer; wildlife food,,,https://www.google.com/search?q=Chaparral%20Currant%20California%20native%20plant,https://calscape.org/plant/Ribes-malvaceum
Squaw Bush,Rhus trilobata,3 lobed leaflets; small yellow flowers before leaves; red berries; yellow to red fall color,Squaw_Bush.jpg,Native,Shrub,Edible,Tart berries eaten; basket weaving; dye; ornamental fall color,,,https://www.google.com/search?q=Squaw%20Bush%20California%20native%20plant,https://calscape.org/plant/Rhus-trilobata
Spiny Redberry,Rhamnus crocea,Small spiny-edged shiny leaves; tiny flowers; red berries; chaparral and woodland,Spiny_Redberry.jpg,Native,Shrub,Poisonous,Wildlife food (birds); thicket habitat; chaparral structure,,,https://www.google.com/search?q=Spiny%20Redberry%20California%20native%20plant,https://calscape.org/plant/Rhamnus-crocea
Hairy Yerba Santa,Eriodictyon trichocalyx,Lance leaves sticky above and woolly below; lavender tubular flowers in coiled clusters; chaparral,Hairy_Yerba_Santa.jpg,Native,Shrub,Edible,Medicinal tea; expectorant; cough remedy; aromatic ornamental,,,https://www.google.com/search?q=Hairy%20Yerba%20Santa%20California%20native%20plant,https://calscape.org/plant/Eriodictyon-trichocalyx
Prickly Phlox,Leptodactylon californicum,Needle-like prickly leaves; pink to lavender 5-petaled flowers; dry rocky chaparral,Prickly_Phlox.jpg,Native,Herb,Not edible,Ornamental; spring wildflower; dry rocky slope garden,,,https://www.google.com/search?q=Prickly%20Phlox%20California%20native%20plant,https://calscape.org/plant/Leptodactylon-californicum
Inside-out Flower,Vancouveria planipetala,Compound 3-lobed leaflets; small white flowers with reflexed petals; coastal redwood forest,Inside_out_Flower.jpg,Native,Herb,Not edible,Ornamental; redwood forest ground cover; delicate white flowers,,,https://www.google.com/search?q=Inside-out%20Flower%20California%20native%20plant,https://calscape.org/plant/Vancouveria-planipetala
Coyote Tobacco,Nicotiana attenuata,Oval leaves; white tubular flowers; night-fragrant; moth pollinated; disturbed areas,Coyote_Tobacco.jpg,Native,Herb,Poisonous,Ceremonial Indigenous use; hummingbird plant; all parts toxic,,,https://www.google.com/search?q=Coyote%20Tobacco%20California%20native%20plant,https://calscape.org/plant/Nicotiana-attenuata
Datura (Sacred),Datura wrightii,Large oval leaves; huge white trumpet flowers; spiny seed pods; highly toxic; disturbed areas,Datura.jpg,Native,Herb,Poisonous,Ceremonial plant; ornamental nocturnal blooms; HIGHLY toxic,,,https://www.google.com/search?q=Datura%20%28Sacred%29%20California%20native%20plant,https://calscape.org/plant/Datura-wrightii
Catclaw Acacia,Senegalia greggii,Tiny bipinnate leaves; cream puffball flowers; curved cat-claw thorns; desert washes,Catclaw_Acacia.jpg,Native,Shrub,Edible,Seeds edible; wildlife food; thorny barrier hedge; bee forage,,,https://www.google.com/search?q=Catclaw%20Acacia%20California%20native%20plant,https://calscape.org/plant/Senegalia-greggii
Burrobrush,Hymenoclea salsola,Narrow aromatic leaves; small flowers with papery winged seeds; desert washes and sandy soils,Burrobrush.jpg,Native,Shrub,Not edible,Desert wash stabilizer; wildlife cover; xeriscape,,,https://www.google.com/search?q=Burrobrush%20California%20native%20plant,https://calscape.org/plant/Hymenoclea-salsola
Desert Broom,Baccharis sarothroides,Nearly leafless green broom-like stems; fluffy white seed heads; desert and dry washes,Desert_Broom.jpg,Native,Shrub,Not edible,Erosion control; desert revegetation; wildlife cover,,,https://www.google.com/search?q=Desert%20Broom%20California%20native%20plant,https://calscape.org/plant/Baccharis-sarothroides
Desert Holly,Atriplex hymenelytra,Silvery spiny holly-like leaves; small flowers; salt tolerant; Mojave desert flats,Desert_Holly.jpg,Native,Shrub,Not edible,Ornamental silver holly-like leaves; desert garden; drought garden,,,https://www.google.com/search?q=Desert%20Holly%20California%20native%20plant,https://calscape.org/plant/Atriplex-hymenelytra
Cheesebush,Ambrosia salsola,Narrow leaves; small yellow flowers; cheese-like smell; dry washes and desert scrub,Cheesebush.jpg,Native,Shrub,Not edible,Desert wash habitat; strong-smelling; wildlife cover,,,https://www.google.com/search?q=Cheesebush%20California%20native%20plant,https://calscape.org/plant/Ambrosia-salsola
Goldenhead,Acamptopappus sphaerocephalus,Small narrow leaves; yellow button-like flower heads; dry rocky desert slopes,Goldenhead.jpg,Native,Shrub,Not edible,Desert ornamental; yellow flowers; dry wash garden,,,https://www.google.com/search?q=Goldenhead%20California%20native%20plant,https://calscape.org/plant/Acamptopappus-sphaerocephalus
Parish's Goldeneye,Bahiopsis parishii,Triangular toothed leaves; yellow daisy flowers; dry desert slopes; southern CA endemic,Parish_s_Goldeneye.jpg,Native,Shrub,Not edible,Late-season pollinator; desert ornamental; yellow daisy flowers,,,https://www.google.com/search?q=Parish%27s%20Goldeneye%20California%20native%20plant,https://calscape.org/plant/Bahiopsis-parishii
Desert Trumpet,Eriogonum inflatum,Basal leaves; hollow inflated stems; tiny yellow flowers; desert flats and washes,Desert_Trumpet.jpg,Native,Herb,Edible,Seeds & leaves edible; unique inflated stem; desert curiosity,,,https://www.google.com/search?q=Desert%20Trumpet%20California%20native%20plant,https://calscape.org/plant/Eriogonum-inflatum
Silver Cholla,Cylindropuntia echinocarpa,Silver-white spines on cylindrical joints; yellow-green flowers; Mojave desert,Silver_Cholla.jpg,Native,Cactus,Edible,Buds edible; ornamental silver spines; desert wildlife habitat,,,https://www.google.com/search?q=Silver%20Cholla%20California%20native%20plant,https://calscape.org/plant/Cylindropuntia-echinocarpa
Barrel Cactus (California),Ferocactus cylindraceus,Barrel-shaped with prominent ribs; red-yellow curved spines; yellow to orange flowers; desert,Barrel_Cactus.jpg,Native,Cactus,Edible,Pulp edible; fruit edible; compass plant (leans south); ornamental,,,https://www.google.com/search?q=Barrel%20Cactus%20%28California%29%20California%20native%20plant,https://calscape.org/plant/Ferocactus-cylindraceus
Buckhorn Cholla,Cylindropuntia acanthocarpa,Brown-spined branching cholla; yellow to orange flowers; Mojave and Sonoran desert,Buckhorn_Cholla.jpg,Native,Cactus,Edible,Buds edible; bird nesting; ornamental; desert garden anchor,,,https://www.google.com/search?q=Buckhorn%20Cholla%20California%20native%20plant,https://calscape.org/plant/Cylindropuntia-acanthocarpa
Coast Cholla,Cylindropuntia prolifera,Dense rusty spines; purple-red flowers; coastal chaparral and sage scrub; detachable joints,Coast_Cholla.jpg,Native,Cactus,Edible,Buds edible; coastal sage scrub; bird nesting cactus,,,https://www.google.com/search?q=Coast%20Cholla%20California%20native%20plant,https://calscape.org/plant/Cylindropuntia-prolifera
Mojave Aster,Xylorhiza tortifolia,Gray-green wavy-toothed leaves; large lavender daisy flowers; Mojave desert in spring,Mojave_Aster.jpg,Native,Herb,Not edible,Ornamental spring desert display; pollinator; xeriscape,,,https://www.google.com/search?q=Mojave%20Aster%20California%20native%20plant,https://calscape.org/plant/Xylorhiza-tortifolia
Desert Aster,Xylorhiza cognata,Narrow gray leaves; lavender daisy flowers; desert washes and sandy flats,Desert_Aster.jpg,Native,Herb,Not edible,Late-season pollinator; ornamental; desert garden,,,https://www.google.com/search?q=Desert%20Aster%20California%20native%20plant,https://calscape.org/plant/Xylorhiza-cognata
Spanish Bayonet,Yucca baccata,Stiff blue-gray spine-tipped leaves with marginal fibers; white to purple flowers; edible fruit,Spanish_Bayonet.jpg,Native,Shrub,Edible,Flowers edible; fiber; soap from roots; dramatic ornamental,,,https://www.google.com/search?q=Spanish%20Bayonet%20California%20native%20plant,https://calscape.org/plant/Yucca-baccata
Shaw's Agave,Agave shawii,Rosette of broad fleshy spine-tipped leaves; tall flower stalk; coastal sage scrub; rare,Shaw_s_Agave.jpg,Native,Cactus,Edible,Roasted hearts edible; fiber; rare coastal ornamental; cultural plant,,,https://www.google.com/search?q=Shaw%27s%20Agave%20California%20native%20plant,https://calscape.org/plant/Agave-shawii
California Fan Palm,Washingtonia filifera,Large fan-shaped leaves with thread-like fibers; skirt of dead fronds; native oasis palm,California_Fan_Palm.jpg,Native,Palm,Edible,Fruit edible; fronds for shelter & baskets; desert oasis anchor,,,https://www.google.com/search?q=California%20Fan%20Palm%20California%20native%20plant,https://calscape.org/plant/Washingtonia-filifera
Hesper Palm,Brahea armata,Blue-gray fan-shaped leaves; long hanging flower clusters; dry slopes; Baja native,Hesper_Palm.jpg,Native,Palm,Edible,Fruit edible; ornamental; Baja border specialty; desert island,,,https://www.google.com/search?q=Hesper%20Palm%20California%20native%20plant,https://calscape.org/plant/Brahea-armata
Desert Senna,Senna armata,Small compound leaves; yellow pea flowers; spiny green stems; desert scrub,Desert_Senna.jpg,Native,Shrub,Caution,Medicinal laxative; ornamental yellow flowers; butterfly host,,,https://www.google.com/search?q=Desert%20Senna%20California%20native%20plant,https://calscape.org/plant/Senna-armata
Cat's Claw Mimosa,Mimosa aculeaticarpa,Bipinnate leaves; pink puffball flowers; curved prickles; desert washes and rocky slopes,Cat_s_Claw_Mimosa.jpg,Native,Shrub,Not edible,Thorny barrier; wildlife cover; desert wash stabilizer,,,https://www.google.com/search?q=Cat%27s%20Claw%20Mimosa%20California%20native%20plant,https://calscape.org/plant/Mimosa-aculeaticarpa
Honey Mesquite,Prosopis glandulosa,Bipinnate leaves; yellow catkin flowers; long sweet seed pods; deep taproot; desert,Honey_Mesquite.jpg,Native,Tree,Edible,Pods ground into flour; bee forage; wildlife; shade; Indigenous food,,,https://www.google.com/search?q=Honey%20Mesquite%20California%20native%20plant,https://calscape.org/plant/Prosopis-glandulosa
Screwbean Mesquite,Prosopis pubescens,Bipinnate leaves; cream catkin flowers; distinctive coiled screw-like seed pods; desert washes,Screwbean_Mesquite.jpg,Native,Tree,Edible,Spiral pods edible; Indigenous food; riparian shade; wildlife,,,https://www.google.com/search?q=Screwbean%20Mesquite%20California%20native%20plant,https://calscape.org/plant/Prosopis-pubescens
Foxtail Cactus,Escobaria vivipara,Cylindrical clustered stems; pink-purple flowers; spiny; desert grasslands,Foxtail_Cactus.jpg,Native,Cactus,Not edible,Ornamental; unique cylindrical form; desert garden,,,https://www.google.com/search?q=Foxtail%20Cactus%20California%20native%20plant,https://calscape.org/plant/Escobaria-vivipara
Sea Rocket,Cakile edentula,Succulent lobed leaves; pink 4-petaled flowers; fleshy seed pods; coastal strand,Sea_Rocket.jpg,Native,Herb,Edible,Spicy edible leaves; coastal annual; beach garden curiosity,,,https://www.google.com/search?q=Sea%20Rocket%20California%20native%20plant,https://calscape.org/plant/Cakile-edentula
Sand Verbena (Yellow),Abronia latifolia,Sticky oval leaves; yellow fragrant flower clusters; coastal dunes; northern CA,Sand_Verbena.jpg,Native,Herb,Not edible,Fragrant desert dune ornamental; sandy soil specialist,,,https://www.google.com/search?q=Sand%20Verbena%20%28Yellow%29%20California%20native%20plant,https://calscape.org/plant/Abronia-latifolia
